Q7D4P3	Q6PK23	3015060
P9WKE3	Q9Y361	5700371
Q10516	Q9UNJ9	7064604 5035731 5760654 4205851 4304235 4166321 3814354 3008270 3535853 32157138 29545176 20952582 23939619 23104571
Q7D4P3	Q96P20	7154749
Q10516	Q86VH9	5035731 4205851
P9WI81	Q9UNJ9	6428115 8537086 4632501 5638771 7571077 8044546 5506005 6441080 8541300 5845002 29706526
Q7D5J3	Q9UD54	8749688
Q7D5J3	Q9NU86	7409625
Q10516	Q53XJ4	4304235
P9WI81	Q9UPL8	5562987
Q7D4P3	Q9UNJ9	3015060
Q10516	Q9NNZ9	7064604 5760654 8289223 32157138
Q7D5J3	Q96AF6	3639980
Q7D5J3	Q2M249	7809748
Q10516	P20132	5035731
