0.177	0.0	0.0	0.0	0.0	0.0	0
0.778	0.75	0.608	1.0	1.0	0.0	1
0.189	0.384	0.0	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	0.0	0.0	1
0.149	0.0	0.124	0.0	0.0	0.0	0
0.0	1.0	1.0	0.0	0.0	0.0	1
0.706	0.8	0.939	0.0	1.0	0.0	1
0.6	0.417	0.247	0.0	0.0	0.0	0
0.38	0.0	0.267	0.0	0.0	0.0	0
0.6	0.831	0.447	0.0	0.0	0.0	0
0.133	0.049	0.173	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	1.0	0.0	1
1.0	1.0	1.0	1.0	1.0	0.0	1
0.0	0.0	0.481	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.8	0.374	0.693	0.0	0.0	0.0	1
0.817	0.0	0.0	0.0	0.0	0.0	0
0.0	1.0	1.0	1.0	1.0	0.0	1
0.0	0.348	0.0	0.0	0.0	0.0	0
0.0	0.141	0.4	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	0.0	0.0	1
1.0	1.0	1.0	1.0	0.0	0.0	1
1.0	1.0	1.0	1.0	1.0	0.0	1
1.0	1.0	1.0	1.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.444	0.0	0.0	0.0	0
0.0	0.292	0.484	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	0.0	0.0	1
0.0	0.305	0.477	0.0	0.0	0.0	0
0.0	0.533	0.423	0.0	0.0	0.0	1
0.467	0.071	0.121	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.143	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	1.0	0.0	1
0.167	0.439	0.556	1.0	0.0	0.0	1
0.6	0.521	0.248	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	1.0	0.0	1
0.0	1.0	1.0	1.0	0.0	0.0	1
1.0	1.0	1.0	1.0	1.0	0.0	1
0.0	1.0	1.0	1.0	0.0	0.0	1
0.0	1.0	0.0	0.0	0.0	0.0	1
0.0	1.0	1.0	1.0	0.0	0.0	1
0.0	0.576	0.672	0.0	0.0	0.0	1
0.0	1.0	1.0	1.0	0.0	0.0	1
1.0	1.0	1.0	1.0	1.0	0.0	1
1.0	1.0	1.0	1.0	0.0	0.0	1
0.567	0.581	0.567	0.0	0.0	0.0	1
1.0	1.0	1.0	1.0	1.0	0.0	1
1.0	1.0	1.0	1.0	0.0	0.0	1
0.0	1.0	1.0	1.0	0.0	0.0	1
0.0	0.044	0.162	0.0	0.0	0.0	0
1.0	1.0	1.0	1.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.889	0.0	0.071	0.0	0.0	0.0	0
