P41958	P30429	9027312
P42573	P30429	9027312 16938876
P24348	Q19019	7652556
O01497		14704431
		14704431
	Q23312	14704431
Q17446	Q95QC2	14704431
O18657	P41941	14704431
Q22886	Q21746	14704431
Q17446	O02161	14704431
		14704431
	Q22886	14704431
P34269		14704431
Q8I7I0		14704431
Q18838		14704431
		14704431
	Q19750	14704431
Q93637		14704431
Q20303		14704431
	Q93703	14704431
Q09566		14704431
	Q20690	14704431
Q20689		14704431
Q9N4J6		14704431
Q20742		14704431
Q9BKP1		14704431
Q20979		14704431
		14704431
Q21344		14704431
P10983		14704431
	Q22631	14704431
	O16783	14704431
Q22685		14704431
	O45799	14704431
	Q9UAY0	14704431
Q9NES7		14704431
Q9TVQ2		14704431
	Q9U1U0	14704431
	Q9U1T6	14704431
	Q23390	14704431
Q9BIB5	Q9BKP8	14704431
Q9BIB5	Q21746	14704431
O18688	Q17433	14704431
Q21746	Q17433	14704431
O01427	Q17993	14704431
Q9GSQ0	O01427	14704431
P91001	Q17446	14704431
Q17446	Q18018	14704431
Q9TZ16	Q17446	14704431
Q17446	Q18846	14704431
Q19300	Q17446	14704431
Q17446	Q93637	14704431
Q17446	O45436	14704431
Q20772	Q17446	14704431
Q21021	Q17446	14704431
Q17446	O18158	14704431
Q21431	Q17446	14704431
P10983	Q17446	14704431
P41941	P54412	14704431
O61899	Q10943	14704431
Q11073	O62190	14704431
Q22436	Q17446	14704431
Q17446	O61899	14704431
Q9U2D9	Q17446	14704431
Q17446	Q9GRZ1	14704431
Q9XW83	Q17446	14704431
O16488	O02056	14704431
Q21746	O16488	14704431
Q9NES7	O16488	14704431
O16497	Q8I4H0	14704431
P41941	Q18025	14704431
P41999	P41999	14704431
Q18241	P41999	14704431
Q21493	P41999	14704431
P41999	Q23664	14704431
Q10457	Q10457	14704431
Q10923	Q10923	14704431
Q10923	O45521	14704431
Q93934		14704431
Q22705	Q9TXZ9	14704431
P46769	P49197	14704431
Q10943	Q03563	14704431
O01686	Q03563	14704431
Q03563	Q18688	14704431
Q03563	O45410	14704431
Q03563	P91306	14704431
O45603	Q03563	14704431
Q22554	Q03563	14704431
Q03563	O18195	14704431
Q9XVX8	P32085	14704431
Q17522	P91001	14704431
O17583	Q17522	14704431
O45087	Q17522	14704431
Q09415	Q17522	14704431
Q19535	Q22886	14704431
P91283	Q22886	14704431
Q22886	P49405	14704431
O44772	Q22886	14704431
Q22886	O16308	14704431
Q9XTH8	Q22886	14704431
Q22544		14704431
Q21668		14704431
	Q21932	14704431
Q17539	O76674	14704431
O16332	Q17539	14704431
	Q17539	14704431
Q17539	Q17991	14704431
Q17539	Q93233	14704431
Q20437	Q17539	14704431
Q17539	Q9XUW3	14704431
Q21131	Q17539	14704431
Q17539	O02116	14704431
Q23192	Q17539	14704431
Q9XUK0	Q17539	14704431
O17287	Q17539	14704431
Q17539	Q966A8	14704431
Q17539	P56174	14704431
Q17427	P90731	14704431
Q18165	Q17427	14704431
O44631		14704431
O01427	Q19126	14704431
Q17446	Q10930	14704431
Q17446		14704431
Q966P3	Q17539	14704431
Q93730	Q17539	14704431
Q17539	Q20778	14704431
		14704431
Q9U2W6	Q17539	14704431
Q17427	O61899	14704431
O18302		14704431
O17898	O01839	14704431
O17378	Q17539	14704431
	O16364	14704431
Q9NES7	Q22886	14704431
Q17427		14704431
	Q09983	14704431
	Q22048	14704431
O16454	Q17446	14704431
Q03563	Q93156	14704431
Q95XQ1	Q22886	14704431
O01861	O45225	14704431
Q23390	Q17539	14704431
Q17539	P91185	14704431
O01427	P52717	14704431
Q9NF14	O16198	14704431
O16500	O17970	14704431
O16500	Q9N4I4	14704431
O16313	O16313	14704431
	P46563	14704431
Q9XVV3	Q9N5S5	14704431
Q17935	Q9XVN9	14704431
Q18195		14704431
Q10930	Q18240	14704431
Q21215	Q09248	14704431
Q95Y72	Q04908	14704431
Q19872	P46561	14704431
O45539	P46941	14704431
O17020	P46941	14704431
O17666	Q23158	14704431
	P90740	14704431
Q23390	O16500	14704431
Q21648	Q9U3S0	14704431
Q9XVV3	P34604	14704431
Q17868	Q17715	14704431
Q18033		14704431
O76828	P34465	14704431
Q18668	Q9U2Z5	14704431
Q17559		14704431
Q17559	P91820	14704431
Q17559	O76449	14704431
P55853	P90740	14704431
Q17573	Q9N4B8	14704431
P91015		14704431
Q18076	P91015	14704431
P91015		14704431
Q9XUX8	P91015	14704431
P55956	P91015	14704431
P91015	Q18516	14704431
O16453	O16198	14704431
Q9TYS3	O16198	14704431
	P34278	14704431
P34278	Q21431	14704431
Q9BI72	P34278	14704431
P34286	Q17746	14704431
O17200	P34286	14704431
O45521	P34286	14704431
P34286	Q9XVK6	14704431
P34286	Q23301	14704431
Q17400	O16500	14704431
O16511	O16500	14704431
O16500	O16500	14704431
O16500	Q09456	14704431
Q09975	O16500	14704431
P48152	O16500	14704431
O16500	Q19138	14704431
Q27531	O16500	14704431
P91249	O16500	14704431
O16500	Q9XV50	14704431
O16500	Q93637	14704431
O16500	Q09983	14704431
