0.487	0.145	0.29	0.0	0.0	1.0	1
0.863	0.26	0.246	0.0	0.0	1.0	1
0.603	0.365	0.464	0.0	0.0	1.0	1
0.551	0.145	0.299	0.0	0.0	1.0	1
0.492	0.177	0.35	0.0	0.0	1.0	1
0.38	0.26	0.55	1.0	1.0	1.0	1
0.567	0.0	0.02	0.0	0.0	1.0	1
0.496	0.314	0.337	0.0	0.0	1.0	1
0.509	0.0	0.0	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.792	0.7	0.574	1.0	1.0	1.0	1
0.556	0.796	0.645	1.0	0.0	1.0	1
0.8	0.417	0.235	0.0	0.0	1.0	1
0.476	0.082	0.433	0.0	0.0	1.0	1
0.69	0.0	0.315	0.0	0.0	1.0	1
0.788	0.501	0.558	0.0	0.0	1.0	1
0.509	0.0	0.38	0.0	0.0	1.0	1
0.285	0.262	0.326	0.0	0.0	1.0	1
0.358	0.281	0.255	0.0	0.0	1.0	1
0.641	0.236	0.181	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	0.0	1
0.608	0.342	0.348	1.0	1.0	1.0	1
0.822	0.631	0.643	0.0	0.0	1.0	1
0.0	0.0	0.238	0.0	0.0	1.0	1
0.411	0.385	0.36	0.0	0.0	1.0	1
0.58	0.336	0.354	0.0	0.0	1.0	1
0.443	0.425	0.293	0.0	0.0	1.0	1
0.415	0.203	0.231	0.0	0.0	1.0	1
0.861	0.667	0.818	1.0	1.0	1.0	1
0.705	0.377	0.417	0.0	0.0	1.0	1
0.381	0.405	0.449	0.0	0.0	1.0	1
0.64	0.486	0.489	0.0	0.0	1.0	1
0.422	0.234	0.329	0.0	0.0	1.0	1
0.576	0.423	0.092	0.0	0.0	1.0	1
0.52	0.411	0.379	0.0	0.0	1.0	1
0.742	0.686	0.579	1.0	0.0	1.0	1
0.605	0.0	0.637	0.0	0.0	1.0	1
0.243	0.0	0.265	0.0	0.0	1.0	1
0.433	0.0	0.203	0.0	0.0	1.0	1
1.0	1.0	1.0	0.0	0.0	1.0	1
0.338	0.448	0.301	0.0	0.0	1.0	1
0.737	0.562	0.468	0.0	0.0	1.0	1
0.575	0.359	0.232	0.0	0.0	1.0	1
0.496	0.0	0.205	0.0	0.0	1.0	1
0.359	0.036	0.124	0.0	0.0	1.0	1
0.637	0.381	0.389	0.0	0.0	1.0	1
0.326	0.153	0.138	0.0	0.0	1.0	1
0.572	0.291	0.424	0.0	0.0	1.0	1
1.0	1.0	1.0	1.0	1.0	1.0	1
0.0	0.689	0.0	0.0	0.0	1.0	1
0.514	0.0	0.173	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.524	0.0	0.0	0.0	0.0	1.0	1
0.42	0.482	0.145	0.0	0.0	1.0	1
0.622	0.45	0.219	0.0	0.0	1.0	1
0.793	0.867	0.603	1.0	1.0	1.0	1
0.505	0.453	0.142	0.0	0.0	1.0	1
0.143	0.0	0.129	0.0	0.0	1.0	1
0.621	0.332	0.359	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.327	0.0	0.059	0.0	0.0	1.0	1
0.0	0.68	0.0	0.0	0.0	1.0	1
0.789	0.708	0.956	0.0	0.0	1.0	1
0.412	0.542	0.27	1.0	0.0	1.0	1
0.817	0.5	0.837	0.0	0.0	1.0	1
0.582	0.376	0.319	0.0	0.0	1.0	1
0.549	0.2	0.225	0.0	0.0	1.0	1
0.667	0.0	0.0	0.0	0.0	1.0	1
0.0	0.547	0.193	0.0	0.0	1.0	1
1.0	1.0	1.0	1.0	0.0	1.0	1
0.749	0.721	0.562	0.0	0.0	1.0	1
0.81	0.0	0.582	0.0	0.0	1.0	1
0.619	0.305	0.475	0.0	1.0	1.0	1
0.221	0.202	0.293	0.0	0.0	1.0	1
0.36	0.0	0.371	0.0	0.0	1.0	1
1.0	1.0	1.0	1.0	1.0	1.0	1
0.487	0.166	0.261	0.0	0.0	1.0	1
0.714	0.732	0.684	1.0	0.0	1.0	1
0.696	0.441	0.438	0.0	0.0	1.0	1
0.133	0.0	0.0	0.0	0.0	1.0	1
0.8	0.638	0.676	0.0	0.0	1.0	1
0.31	0.093	0.194	0.0	0.0	1.0	1
0.586	0.41	0.443	0.0	0.0	1.0	1
0.273	0.167	0.165	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.425	0.396	0.271	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.431	0.325	0.462	0.0	1.0	0.0	1
0.321	0.327	0.216	0.0	0.0	1.0	1
1.0	1.0	1.0	1.0	1.0	1.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.765	0.433	0.525	0.0	0.0	1.0	1
0.0	0.0	0.0	0.0	0.0	1.0	1
0.787	0.0	0.312	0.0	0.0	1.0	1
0.238	0.14	0.176	0.0	0.0	1.0	1
0.427	0.0	0.217	0.0	0.0	1.0	1
0.756	0.688	0.872	0.0	0.0	1.0	1
0.884	0.5	0.955	0.0	1.0	1.0	1
0.799	0.491	0.851	0.0	0.0	1.0	1
0.721	0.831	0.759	1.0	0.0	1.0	1
0.527	0.0	0.162	0.0	0.0	1.0	1
0.0	0.225	0.234	0.0	0.0	0.0	1
0.722	0.0	0.064	0.0	0.0	1.0	1
