P09798	P09798	7925276
P23255	P20227	8178153
P07278	P06244	16924114 11283351 10688190 8386630 11805837
P06782	P38717	8127709
P07342	P25605	10213630 11463345
P38930	P15790	7768894 10688190 11805837 11805826
P32561	P25490	8917507
P39958	P20338	9184135
P07269	P22035	11095676 10931295 11689683
P50278	P33418	8725220
P14922	P27705	7705659 7724528
P05453	P05453	19114662 21423195 17767153 21423194 19706519
P05453	P12385	7556078 11805826
P19262	P09624	8575446 2072900 11805826
P20967	P19262	8575446 11805826
Q00764	P31688	9194697 11805826
Q00764	P38427	9194697 11805826
P31688	P38426	9194697
P31688	P38427	9194697
P09798	P53886	9469814 8895471 21107322 21186364
P14724	P09798	9469814 8895471 21107322
P53886	P53886	21186364 8895471
P16522	P09798	9469814 7925276 8895471 21107322 21186364
P38042	P09798	9469814 7925276 8895471 21107322 21186364
P16522	P16522	7925276
P16522	P38042	7925276 8895471
P00899	P00937	3881257 11805826
P07258	P03965	206652
Q04199	P13712	8743889 21256037
Q12495	P13712	11731480 8743889 11283351 10688190 11805837
Q12495	Q04199	11283351 11731480 8743889 21256037 11805837
P13393	P46677	7935765 9154807 9447997 12215531 8962109 9488488 11805826
P46677	P20226	7935765
P23255	P13393	8178153
P38995	P38636	9346482
P13393	P46678	7568218
P29056	P46678	7568218
P13393	P29056	7797524 7568218
P61830	P06701	7867066
P06701	P02309	7867066 1171472
P11978	P61830	7867066
P11978	P02309	7867066
P11978	P06701	8779721 11805837
P06701	P11938	21217703 8779721 11689698 7958893 12080091
P02293	P06701	8779721
P06701	P06701	7958893
P11978	P11938	11689698 7958893 12080091 7744964 7867933
P06700	P11978	9000052 9122169 11805837 11805826
P38959	Q07468	9111041 11805826
P23287	P25296	10373463 11805837
P25296	P14747	11805837
P07278	P06245	8386630 11283351 11805837 11805826
P07278	P05986	11283351 8386630 10688190 11805837
P09959	P25302	8649372 12024050
P24869	P25302	8402888 8649372
P29295	P09959	9012827
P23291	P23292	11805837
P38930	P38930	7768894 10688190
P53540	P53378	8670895 9529377 10688190 11805826
P38863	P53378	12970190 9529377 9130700 10688190 24161932 11805826
P38863	P53540	9529377 12970190 9130700 9384578 10688190 24161932
P32380	P53540	9384578 11950928 20631709
P38863	P32380	9384578 11950928 20631709
P19097	P07149	8910467 18725634 20231485
P09086	P13393	8202368
P32468	P33304	7823940 8791410 9201710
P25342	P33520	9201719
Q04921	Q04921	8885406
P32524	Q07350	8969185 10655498 8211114 11283351 10688190
P19736	Q07350	8969185
P19736	P19736	8330742
P32524	P19736	8969185 8330742
P21372	P09661	8969184
P38426	Q00764	9194697 11805826
P38930	P19454	7768894 10688190 11283351 11805826
P15790	P43639	7768894 11805837
P12398	P12294	1988456
P43639	P19454	10688190 7768894
P16649	P14922	9111019 10722750 2038333 11805837
P38042	P38042	7925276
P21675	P23255	8178153
P04911	P06701	8779721
P43639	P43639	7768894
P40368	P14306	7559750
Q00916	P36517	9207794
P47093	P38999	9207794 10900456
Q02875	Q12186	11283351 9207794
P32524	P38167	9207794
P31244	P40567	9207794
P40567	P32606	9207794
P38883	P40567	9207794
P07269	P20226	9354395
P40070	P47093	10747033 9207794 10428970 10900456 10688190
P19736	Q04052	9207794
P40567	P22035	9207794
P42073	P40020	9196079
P06782	P32578	9121458 1496382 7813428 11805826
P22543	P22219	8387919
