|POPB	|TRIP6	0		0	
|POPB	|TP73	0		0	
|POPB	|TH	0		20	470589,3443805,8416447,6431001,8232601,6963986,7824769,6749102,3706959,8003266,3131520,4249438,7603693,6428702,4521563,4267601,7762141,3411652,6157060,6657737
|POPB	|HBEGF	0		0	
|POPB	|DOK2	0		0	
|POPB	|LGALS8	0		0	
|POPB	|AR	0		20	3524397,3911731,8300626,4223071,2766515,7925083,5655109,108068,8959810,7857532,7237316,281571,5279801,4725638,4760673,4023729,6546722,8001617,2749241,408330
|POPB	|NBR1	0		0	
|POPB	|CARS1	0		0	
|POPB	|RPS19	0		0	
|POPB	|CCL19	0		1	5293232
|POPB	|EIF4EBP1	0		0	
|POPB	|RAB27A	0		1	4337563
|POPB	|CCL22	0		0	
|POPB	|RRM2B	0		0	
|POPB	|UBFD1	0		0	
|POPB	|VPS35	0		0	
|POPB	|HSP90B1	0		1	4337563
|POPB	|NGF	0		0	
|POPB	|CRP	0		15	7049718,2766515,50237,372767,281571,413944,98936,373233,8657582,372942,408330,7857532,6560140,3724597,2654213
|POPB	|EPO	0		0	
|POPB	|ERBB3	0		0	
|POPB	|CXCL11	0		1	3721632
|POPB	|SNCA	0		0	
|POPB	|BDNF	0		0	
|POPB	|PTK2	0		0	
|POPB	|WASL	0		0	
|POPB	|ERC1	0		0	
|POPB	|ERRFI1	0		0	
|POPB	|SUMO1	0		0	
|POPB	|IFNG	0		2	8550911,8654729
|POPB	|RNF31	0		0	
|POPB	|AP4M1	0		0	
|POPB	|NCOR1	0		0	
|POPB	|TNIP2	0		0	
|POPB	|CHORDC1	0		0	
|POPB	|NLRP3	0		15	6431001,7762141,6779163,5538871,4521563,6657737,5444141,3676033,8959810,2150987,8267647,5308908,3584892,8156850,5705979
|POPB	|DCAF15	0		0	
|POPB	|PSMC6	0		0	
|POPB	|CCL7	0		0	
|POPB	|DNAAF10	0		0	
|POPB	|CCL3L3	0		0	
|POPB	|COL1A1	0		0	
|POPB	|IL3	0		0	
|POPB	|TRAF3	0		1	5293232
|POPB	|HSPG2	0		0	
|POPB	|LAPTM4B	0		0	
|POPB	|FCER1G	0		0	
|POPB	|LEP	0		4	98936,281571,372767,372942
|POPB	|MCL1	0		0	
|POPB	|CCL20	0		3	8550911,5308908,413248
|POPB	|IL4	0		1	5479855
|POPB	|ITGAX	0		0	
|POPB	|CIB1	0		0	
|POPB	|HTR2C	0		0	
|POPB	|C1S	0		0	
|POPB	|DNM2	0		0	
|POPB	|DMD	0		0	
|POPB	|AGRN	0		0	
|POPB	|LRP8	0		0	
|POPB	|RAD51	0		0	
|POPB	|PML	0		2	3066235,6779163
|POPB	|FLT4	0		0	
|POPB	|CAVIN1	0		0	
|POPB	|SYK	0		6	3443805,4521563,6157060,6070602,5308908,8156850
|POPB	|CCL5	0		0	
|POPB	|ODC1	0		0	
|POPB	|CDC42	0		20	2293250,2890084,3706959,4267601,2766515,4399046,8003266,3372255,3918092,3711828,3522771,98920,8237970,4229320,4337563,1360672,3565153,1692769,3037380,3109343
|POPB	|LRP6	0		0	
|POPB	|PTPN6	0		0	
|POPB	|CCL4L2	0		0	
|POPB	|IL18	0		3	3918092,3711828,2268176
|POPB	|CCL2	0		5	3133209,4352668,1360311,3721632,6879154
|POPB	|DDX20	0		0	
|POPB	|HNRNPH1	0		0	
|POPB	|ARPC3	0		0	
|POPB	|NOD2	0		4	3372255,4187640,4229320,5293232
|POPB	|SCN5A	0		1	5868831
|POPB	|CD34	0		0	
|POPB	|PPP2R2A	0		0	
|POPB	|CD24	0		0	
|POPB	|PSMD7	0		0	
|POPB	|CCL14	0		0	
|POPB	|CAST	0		4	6637881,3842252,8640791,539011
|POPB	|DYNC1H1	0		0	
|POPB	|ITGAV	0		1	6449165
|POPB	|CXCL8	0		1	5374305
