0.292	0.0	0.0	0.0	0.0	1.0
0.297	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.3	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.25	0.0	0.0	0.0	0.0	1.0
0.277	0.0	0.0	0.0	0.0	1.0
0.303	0.0	0.0	0.0	0.0	1.0
0.265	0.0	0.0	0.0	0.0	1.0
0.317	0.0	0.0	0.0	0.0	1.0
0.29	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.274	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.292	0.0	0.0	0.0	0.0	1.0
0.322	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.265	0.0	0.0	0.0	0.0	1.0
0.283	0.0	0.0	0.0	0.0	1.0
0.312	0.0	0.0	0.0	0.0	1.0
0.316	0.0	0.0	0.0	0.0	1.0
0.287	0.0	0.0	0.0	0.0	1.0
0.262	0.0	0.0	0.0	0.0	1.0
0.281	0.0	0.0	0.0	0.0	1.0
0.317	0.0	0.0	0.0	0.0	1.0
0.275	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.307	0.0	0.0	0.0	0.0	1.0
0.293	0.0	0.0	0.0	0.0	1.0
0.313	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.29	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.264	0.0	0.0	0.0	0.0	1.0
0.327	0.0	0.0	0.0	0.0	1.0
0.247	0.0	0.0	0.0	0.0	1.0
0.309	0.0	0.0	0.0	0.0	1.0
0.222	0.0	0.0	0.0	0.0	1.0
0.274	0.0	0.0	0.0	0.0	1.0
0.26	0.0	0.0	0.0	0.0	1.0
0.4	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.281	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.312	0.0	0.0	0.0	0.0	1.0
0.292	0.0	0.0	0.0	0.0	1.0
0.292	0.0	0.0	0.0	0.0	1.0
0.295	0.0	0.0	0.0	0.0	1.0
0.327	0.0	0.0	0.0	0.0	1.0
0.307	0.0	0.0	0.0	0.0	1.0
0.277	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.143	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.329	0.0	0.0	0.0	0.0	1.0
0.306	0.0	0.0	0.0	0.0	1.0
0.305	0.0	0.0	0.0	0.0	1.0
0.277	0.0	0.0	0.0	0.0	1.0
0.2	0.0	0.0	0.0	0.0	1.0
0.27	0.0	0.0	0.0	0.0	1.0
0.276	0.0	0.0	0.0	0.0	1.0
0.323	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.276	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.309	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.318	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.304	0.0	0.0	0.0	0.0	1.0
0.278	0.0	0.0	0.0	0.0	1.0
0.32	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.308	0.0	0.0	0.0	0.0	1.0
0.27	0.0	0.0	0.0	0.0	1.0
0.279	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.296	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.283	0.0	0.0	0.0	0.0	1.0
0.302	0.0	0.0	0.0	0.0	1.0
0.316	0.0	0.0	0.0	0.0	1.0
0.262	0.0	0.0	0.0	0.0	1.0
