id_pmc	sentence location	highlighted phrase	interacting verbs	number of interacting verbs	experimental methods found	number of experimental methods	protein entities found	number of protein entities
7664180	body	pam16 functions in a complex with the j - type domains of dnaj homologs , which stimulate the atpase activity of hspa9 [ 55,56 ] .	complex	1		0	dnaj|hspa9|pam16|j|-|type|domains|homologs|atpase	9
