id_pmc	sentence location	highlighted phrase	interacting verbs	number of interacting verbs	experimental methods found	number of experimental methods	protein entities found	number of protein entities
3789972	body	in humans it has been proposed that this system involves a scaffold protein ( iscu ) ( 19 ) , a cysteine desulfurase consisting of two subunits , nfs1 ( homologous to iscs ) and isd11 ( no bacterial homologue found ) , a dnaj - type co - chaperone ( hsc20 ) , and a dnak - like chaperone ( mthsp70 ) ( 6 , 19 ) .	subunit	1		0	nfs1|dnak|scaffold|protein|iscu|cysteine|desulfurase|iscs|isd11|dnaj|hsc20	11
