P46414		9067571
Q62311	P21675	7667268
P17095	P17947	7594592
P46414	P43063	9067571
P03995	P04273	1974464
P10417	P04925	8738158
P39429	P19438	9129204
P70380	P01579	8999548
P70380	P29466	8999548
P42574	P70380	8999548
P14859	Q64693	8530384
P09086	Q64693	8530384
P06899	Q62311	8598932
Q16695	Q62311	8598932
Q16594	Q62311	7667268
Q62311	Q16514	7667268
Q62311	P20226	7667268
Q62311	P29083	7667268
P08752	Q08462	9252377
P29387	P26769	7761832
Q08639	P30274	rtd:1830372
Q62225	P14753	7796808
Q13671	P42655	9144171
Q61036	P60953-2	9033409
P09759	Q60631	8798570
Q60760	P09759	8798570
Q60898	Q03145	7543898
P70304	Q03145	7982920
Q15628	P39429	8565075
P39429	P20333	8069916
P01830	P70304	7915927
P39429	P39429	8702708
P39429	P39428	8702708
Q13546	P39429	8702708
P30681	P09086	7720710
P14859	P30681	7720710
P30681	Q03052	7720710
Q61337		9324938 17941720
P35279	Q61598	7782346
Q61598	P20339	7782346
Q61598	P62820	7782346
Q61598	P61019	7782346
P20338	Q61598	7782346
Q6PAL8	P35279	7782346
Q62145	P20339	7782346
Q62083	P20444	7844141
P10085	P15923	8383120
P41136	P15923	8383120
P11420	Q64279	7791788
P15056	P31938	8668348
P04049	P02340	7784054
Q01094	Q08639	8405995
P30561	P53762	7488247
Q62145	P35279	7782346
P15056	Q63932	8668348
Q62311	P35269	7667268
Q62225	P26954	7796808
Q08639	P06400	rtd:1830372 1830372
P15924	P20152	9261168
Q62120	P04049	8876196
P20152	P20152	8576158
P39688	Q03137	8622893
Q9DH70	P02340	9043710
P31001	P15924	9261168
Q64507	P15924	9261168
P20152	P05783	8576158
P30561	P11499	8828811
P36898	P27037	8612709
P42230	P19756	8702683
Q00422	Q00420	9461436
Q80US8	P26309	9461437
Q62120		9111009
Q62120	P42227	8923468
Q62120	P42232	8923468
P01111	Q62120	8876196
Q63953	Q62120	7499845
P10912	Q62120	7956946
Q62120	P19941	7956946
Q62120	P16882	7896787
Q62120	P14753	7896787
Q62120	P40189	7896787
P45984	P42227	7568080
P17275	P42227	7568080
P42227	Q61727	8910398
Q03405	P39688	9417082
Q62120	P98083	7535773
P98083	P16310	7535773
P62993	P98083	8491186 7535773 8051109
P29387	P63211	8636150
P29387	P63212	8636150
P63212	P62881	8636150
P29387	P63214	8636150
P63214	P62881	8636150
Q6FHM2	P50153	8636150
P16520	P50153	8636150
P50153	P29387	8636150
P62881	P50153	8636150
P63217	P29387	8636150
P63217	P62881	8636150
P29387	P30671	8636150
P62881	P30671	8636150
Q01705	P31266	8749394 17210915 18832173
P31266	P07207	8749394
Q01705	P28159	8749394
P01108	P28574	1840505
P21279	P28647	7622506
P21278	P28647	7622506
P00523	Q05860	8969217
Q05860	Q05876	8969217
Q69138	P31266	8955054
P31266	Q69139	8955054
P03203	P31266	8955054
Q61730	P51617	9426216
P11345	Q61576	9438387
P42227	P16882	8923468
P30285	P25322	1423597 12588994 10348346 17940036 16864783
P16882	P42230	8702683
P62881	P63211	8636150
Q9D646	P15924	7525601
P17535	P42227	7568080
P50153	P62873	8636150
P42232	P16882	8923468
P01101	P05627	1631061
P19793	Q60641	7760852
P19793	Q60644	7760852
P53349	P47809	7997270
	P47809	7997270
P63085	P04627	7997270
P50540	Q62141	7889570
P50538	Q60520	7889570
Q62141	P50538	7889570
P05627	P05627	1631061
P05627	Q9QUT9	1631061
P05627	Q06507	1631061
P05627	P58771	1631061
P58774	P05627	1631061
P56581	P01101	1631061
P01101	Q06507	1631061
P06537	P05627	2169352
P01101	P06537	2169352
P05627	P13346	2498083
P09450	P13346	2498083
P09450	P01101	2498083
P25916	Q64028	9571155
P30658	P25916	9571155
P25916	P25916	9571155
Q64028	Q64028	9571155
P30658	P30658	9571155
P26039	P02568	9159132 10581178
P60010	P26039	9159132
P20334	P41274	8405064
O09030	P16382	9013879
P28867	P42228	10446219
Q60520	P50540	7889570
P56581	P05627	1631061
