O08912	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.163
Q91WD1	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.168
P26011	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.256	0.256
Q9QYM5	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2
P70168	Q62348	0.0	0.0	0.0	0.213	0.0	0.0	0.111	0.27
Q61584	Q62348	0.0	0.0	0.0	0.061	0.0	0.0	0.171	0.188
P31750	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.165
Q99LF4	Q62348	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.154
Q9JKB1	Q62348	0.0	0.0	0.0	0.086	0.178	0.0	0.0	0.217
P62315	Q62348	0.0	0.0	0.0	0.278	0.0	0.0	0.065	0.296
Q62101	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.152
Q9ERK4	Q62348	0.0	0.0	0.0	0.138	0.0	0.0	0.166	0.25
Q9Z277	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2
O70157	Q62348	0.0	0.0	0.0	0.051	0.0	0.0	0.229	0.237
Q61268	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.201	0.201
Q60676	Q62348	0.0	0.0	0.0	0.05	0.049	0.0	0.138	0.153
Q60900	Q62348	0.0	0.0	0.0	0.061	0.0	0.0	0.168	0.185
Q9DBS5	Q62348	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.154
P14211	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.244	0.244
Q60960	Q62348	0.0	0.0	0.0	0.052	0.0	0.0	0.231	0.24
O35130	Q62348	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.181
Q9D1K2	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.266
Q9JIW9	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.204
Q08093	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.225
Q8BJU0	Q62348	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.154
P14602	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.154
Q80ZE3	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.288	0.288
Q62018	Q62348	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.154
O54831	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.174
P16627	Q62348	0.0	0.0	0.0	0.061	0.056	0.0	0.12	0.152
Q64368	Q62348	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.231
P62141	Q62348	0.0	0.0	0.0	0.062	0.049	0.0	0.208	0.232
P63017	Q62348	0.0	0.0	0.0	0.078	0.056	0.0	0.204	0.247
Q62348	Q8CJG0	0.0	0.0	0.0	0.061	0.197	0.9	0.541	0.96
Q62348	Q9QZE7	0.0	0.0	0.0	0.161	0.905	0.9	0.363	0.994
Q8CJG0	Q62348	0.0	0.0	0.0	0.061	0.197	0.9	0.541	0.96
Q9QZE7	Q62348	0.0	0.0	0.0	0.161	0.905	0.9	0.363	0.994
