0.834	1.0	0.213	1.0	1.0	0.0	1
0.771	0.2	0.205	0.0	0.0	0.0	1
0.513	0.0	0.0	0.0	0.0	0.0	0
1.0	1.0	1.0	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.351	0.0	0.072	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.41	0.075	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.289	0.0	0.336	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.108	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.083	0.0	0.0	0.0	0.0	0
0.0	0.222	0.0	0.0	0.0	0.0	0
0.532	0.178	0.0	0.0	0.0	0.0	0
0.0	0.262	0.305	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.44	0.538	0.585	0.0	0.0	0.0	1
0.0	1.0	0.0	0.0	0.0	0.0	1
0.385	0.0	0.1	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.726	0.539	0.414	1.0	0.0	0.0	1
0.492	0.159	0.693	0.0	0.0	0.0	1
0.0	0.407	0.0	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.54	0.167	0.163	0.0	0.0	0.0	0
0.806	0.464	0.526	1.0	1.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.157	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.11	0.0	0.0	0.0	0
0.433	0.627	0.101	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.634	0.161	0.06	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.167	0.0	0.06	0.0	0.0	0.0	0
0.422	0.111	0.0	0.0	0.0	0.0	0
0.301	0.208	0.184	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.567	0.737	0.056	0.0	0.0	0.0	1
0.762	0.369	0.708	0.0	0.0	0.0	1
0.0	0.0	0.75	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	1.0	1.0	1.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.143	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0
0.306	0.0	0.131	0.0	0.0	0.0	0
